song_id,song_title,artist,album,genre,release_date,duration,popularity,stream,language,explicit_content,label,composer,producer,collaboration
SP4302,Onto final.,Makayla Cummings,Series century.,Jazz,2017-01-08,224.0,2,87187409,English,Yes,Sony Music,David Livingston,Cameron Hernandez,
SP4303,Wish positive success.,Barry Lee,These.,Pop,2015-10-23,211.0,18,1169568,French,No,Indie,Blake Long,Rodney Bartlett,
SP4304,These effort.,Raymond Brown,System.,Pop,2015-02-07,143.0,4,51134680,Japanese,Yes,Indie,Amanda Parsons,Anthony Barr,
SP4305,Social organization particularly.,Alexis Clarke,Step exactly.,Electronic,2016-07-12,290.0,76,66253370,,No,Atlantic Records,Kevin Perry,Christopher Carter,Brittany Brown
SP4306,Brother challenge thus.,Cameron Williams,My.,Hip-Hop,2023-08-14,320.0,12,37385468,Korean,No,Universal Music,Michael Lewis,Erin Navarro,
SP4307,Most dark.,Anthony Brown,Fund discover.,Reggae,2015-04-30,,69,14252566,French,No,Def Jam,Angela Gallagher,Marie Dickerson,Brian Williams
SP4308,We appear.,Michael Carter,Air.,Pop,2009-01-01,233.0,9,30330088,,Yes,Def Jam,David Phillips,Aaron Lewis,Patricia Garcia
SP4309,Company generation few.,Eric Simmons,Be if.,Pop,2020-08-21,325.0,50,39257827,French,No,Universal Music,Kristen Montoya,Jacob Warner,
SP4310,Region question show.,Larry Baker,Example.,Classical,2015-12-01,,13,30492006,Italian,Yes,Atlantic Records,Mark Gutierrez,Carol Le,
SP4311,Support than.,Penny Scott,Garden.,Electronic,2024-04-01,179.0,45,35066558,English,No,Atlantic Records,Pamela Fisher,Edward Cook,Tara Powell
SP4312,Visit leader.,Sara Chavez,Say not.,Folk,2018-01-16,265.0,73,7013620,Italian,No,Sony Music,Ms. Natalie Robinson,Christopher Wallace,Kevin Griffin
SP4313,Mean.,Debbie Torres,Entire garden.,Jazz,2018-06-07,203.0,57,80283324,English,Yes,Atlantic Records,Andrew Garcia,Dominique Velasquez,
SP4314,South identify increase.,Lisa Moreno,Ever.,Electronic,2010-08-21,190.0,62,6417050,English,No,Indie,Joel Aguirre,Rick Cobb,
SP4315,Art smile.,William Werner,Smile.,Classical,2024-07-22,181.0,40,17662745,English,No,Warner Music,Mario Flores,Nicole Ryan,
SP4316,Long education.,Amy Strickland,Attention.,Electronic,2008-05-27,127.0,91,66367398,English,No,Universal Music,Leonard Delacruz,Samuel Massey,
SP4317,Expert.,Kimberly Noble,Dream.,Hip-Hop,2003-10-11,252.0,32,86071817,,Yes,Def Jam,Nathan Blair,Shawn Rhodes,
SP4318,Possible fast stop.,Taylor Lee,Former.,Hip-Hop,2017-05-05,240.0,68,52781374,English,No,Atlantic Records,Rachel Martin,Casey Chandler,
SP4319,Again as.,Marissa Mejia,Thought.,Classical,2003-09-26,226.0,59,92310024,English,Yes,Atlantic Records,Julia Sanchez,Meredith Stout,
SP4320,Require area these long.,Christopher Griffin,Difficult.,Pop,2002-09-17,297.0,59,33377549,English,Yes,Def Jam,Kimberly Peterson,Brian Mcdonald,
SP4321,Deep dream prove.,Sierra Jordan,Phone.,Classical,2006-03-13,234.0,16,57641755,English,No,Indie,Patrick Gordon,Julie Johnson,
SP4322,Control Democrat realize.,Amber Mayo,It.,Jazz,2013-08-30,,28,8434482,Spanish,Yes,Indie,Anthony Holmes,Jennifer Wade,
SP4323,Thought message.,Christopher Heath,Suddenly.,Hip-Hop,2014-08-17,254.0,7,66716467,Spanish,Yes,Atlantic Records,James Bishop,Scott Gilbert,
SP4324,Shake compare already.,Steven Stevens,Song character.,Hip-Hop,1996-06-12,198.0,72,78698658,English,No,Sony Music,Jeffrey Brown,Christopher Sanchez MD,
SP4325,Today federal.,Joseph Foster,Success.,Classical,1995-09-20,366.0,52,91379717,English,No,Atlantic Records,Lisa Powell,Ronald Dixon,
SP4326,Consumer situation identify.,Mary Ford,Put.,Electronic,2010-11-10,239.0,32,71186999,English,Yes,Sony Music,Carrie Gentry,Kimberly Carr,
SP4327,Wonder describe.,Caitlin Nichols,Education.,Pop,2010-07-08,306.0,91,23209113,English,Yes,Universal Music,Dana Cannon,Vanessa Pacheco,
SP4328,Book.,Tony Allen,Discover.,Hip-Hop,2003-03-23,216.0,20,97446972,English,Yes,Warner Music,Dr. Patrick Hammond,Thomas Baker,William Davis
SP4329,Sea traditional onto.,Jennifer Ford,Because whole.,Hip-Hop,2014-02-01,198.0,43,1720170,English,No,Def Jam,Karen Tran,Johnathan Hernandez,Vanessa Adkins
SP4330,Economy adult knowledge.,Diana Jackson,Politics fund.,Pop,2012-10-12,247.0,86,1475515,,No,Indie,Danielle Fox,Melinda Perez,John Andrews
SP4331,Yet lot field.,Lee Olson,Four wind.,Pop,1995-08-22,195.0,4,91797467,Spanish,Yes,Sony Music,Curtis Smith,Brian Tucker Jr.,Paul Haley
SP4332,Near.,Christopher Kemp PhD,Benefit fly.,Electronic,2007-07-14,316.0,17,44430492,English,Yes,Warner Music,Jessica Brown,Steven Leonard,
SP4333,What PM.,Christopher Hahn,Fund.,Electronic,2017-02-05,232.0,9,769770,English,Yes,Def Jam,Amy King,Alex Murray,
SP4334,Reduce answer.,Mr. Brent Love IV,Watch rule.,Pop,1998-08-25,,29,78232182,English,Yes,Sony Music,Rebecca Phillips,Leslie Bernard,Jennifer Joyce
SP4335,Small language.,David Dickson,Question stand.,Pop,2008-08-07,307.0,60,36134879,English,Yes,Warner Music,Miss Katrina Newman,Ashley Stewart,Keith Scott
SP4336,Statement want.,Heather Hanson,Require.,Hip-Hop,1996-02-10,197.0,16,96778910,Spanish,Yes,Warner Music,Thomas Schultz,Julie Cuevas,Joshua Kennedy
SP4337,Energy.,Joel Tran,Off.,Hip-Hop,2015-12-31,246.0,23,77185916,Japanese,No,Atlantic Records,Brendan Smith Jr.,Jeremiah Williams,
SP4338,Dinner recent break.,Edward Mason,Gas.,Electronic,2008-01-08,205.0,67,85838589,English,Yes,Sony Music,Shelley Higgins,William Pena,
SP4339,Team ask.,Kristin Williams,Trip probably.,Country,2013-09-29,209.0,68,21779070,Spanish,No,Universal Music,Jennifer Weaver,Nicholas Peterson,Jessica Simon
SP4340,Any field kid.,Ann Adams,Audience.,Hip-Hop,2010-12-13,256.0,85,95628415,English,Yes,Atlantic Records,Brian Johnson DDS,Stacy Hughes,
SP4341,Fish price.,Michelle Jones,Type.,Hip-Hop,2004-12-20,214.0,71,37331277,English,No,Def Jam,Charles Gonzales,Isaac Pineda,
SP4342,Sign.,Amy Barry,Once peace.,Pop,2002-06-02,315.0,3,25950492,Spanish,No,Def Jam,Elizabeth Martin,Alex Mcknight,
SP4343,Population stand.,Tammy Zimmerman,Field.,Classical,2008-06-04,230.0,39,95742917,English,Yes,Warner Music,David Parker,Robert Williams,
SP4344,Hope already thus.,Danielle Bell,Stock economy.,Electronic,1997-01-27,258.0,3,16877343,Spanish,No,Indie,Melanie Bryant,Donna Perkins,
SP4345,Unit once increase.,Julia Ross,Professor less.,Pop,2004-05-20,267.0,78,20928154,English,No,Universal Music,Judy Moore,Lori Gordon,
SP4346,Daughter agree.,Steven Smith,For.,Pop,1994-12-11,102.0,59,75345626,English,No,Atlantic Records,Thomas Stephens,Kayla Holden,
SP4347,Standard agreement.,Sharon Perry,Size trouble.,Electronic,2001-07-16,222.0,63,44725832,English,No,Indie,Allison Harris,Tyler Larson,
SP4348,Education result suggest task.,Mary Tran,Quickly bit.,Electronic,1999-06-16,312.0,93,83146441,English,No,Universal Music,Karen Jackson,Erin Hall,Matthew Smith
SP4349,Voice edge local.,Roy Melton,Already role.,Electronic,2015-02-18,278.0,56,69969049,English,No,Sony Music,David Hamilton,Colleen Stafford,
SP4350,Paper condition onto.,Monica Gomez,Family trade.,Country,2009-03-28,151.0,70,96500703,English,No,Sony Music,Sherry Patel,Eric Thompson,
SP4351,Through from effort.,Isaac Perez,Day relate.,Hip-Hop,1995-05-15,269.0,44,9182119,English,No,Indie,Jonathan Ho,Theodore Jensen,
SP4352,Now matter fast.,Latoya Mata,Art.,Pop,2000-11-14,177.0,37,39248165,English,No,Indie,Jennifer Cross,Melissa Wilson,Rachael Bishop
SP4353,Role cost.,Teresa Diaz,Five base.,Classical,2013-12-24,293.0,33,34528098,English,No,Indie,Carlos Lynch,Zachary Mccarthy Jr.,
SP4354,Trial data eat.,Robert Ponce,Blood executive.,Hip-Hop,2000-10-15,311.0,22,52192985,French,No,Indie,William Pearson,Justin Turner,
SP4355,Short Democrat.,Shannon Moore MD,Drop art.,Electronic,2006-04-26,219.0,27,94861003,,No,Sony Music,Michelle Reeves,Carlos Bright,
SP4356,Operation exist.,Heather Smith,Such wonder.,Pop,2004-01-19,227.0,78,78123787,English,Yes,Universal Music,Lindsay Richardson,Kelly Meyers,
SP4357,Hold personal.,Teresa Peters,Deal now.,Pop,2012-08-13,260.0,68,79809874,,Yes,Indie,Melissa Barajas,Rachel Mora,Justin Hale
SP4358,Itself situation magazine.,Edward Hall,Food either.,Electronic,2020-10-06,231.0,32,42646492,,No,Def Jam,Krystal Sanchez,Barbara Meyers,
SP4359,Hand.,Ryan Williams,Food.,Hip-Hop,2017-05-24,192.0,34,49166657,English,No,Indie,Travis Jackson,Alyssa Estes,
SP4360,Race modern.,Jennifer Rivera,Court.,Pop,2013-02-23,188.0,87,80620598,Japanese,No,Def Jam,Karen Odom,Brandon Martin,
SP4361,Man feel enjoy.,Karen Allen,Indicate institution.,Electronic,2023-12-01,196.0,83,45055578,Korean,Yes,Atlantic Records,Wendy Thompson,Thomas Lynch,
SP4362,Offer entire.,Sarah Odom,Star lot.,Pop,1998-09-09,,88,23386334,English,Yes,Atlantic Records,Steven Morton,Rachel Mcintosh,
SP4363,Social happen agreement.,Julia Williams,Age.,Pop,2012-07-29,286.0,55,56966056,English,No,Atlantic Records,Connie Jones,Omar Figueroa,Kendra Barton
SP4364,Hospital gas significant.,Dennis Ali,Husband.,Folk,2007-01-17,293.0,32,36610459,Spanish,No,Universal Music,Brandon Smith,Brett Webb,Patricia Flores
SP4365,Sound war.,James Allen,Five.,Electronic,2015-01-27,267.0,64,56662441,Spanish,No,Warner Music,Rachel Dunn,Heather Thomas,
SP4366,Building provide.,Jeremy Johnson,List.,Pop,2003-01-03,299.0,86,75350844,English,Yes,Atlantic Records,Elijah Elliott,Mrs. Shannon Brown,
SP4367,Some cell hand.,Michael Smith,Area Mrs.,Electronic,2004-10-12,218.0,54,57706024,Korean,No,Universal Music,Mark Ward,Jessica Hamilton,Rebecca Ford
SP4368,Trouble scientist safe.,Nancy Wells,Hear.,Electronic,2013-05-03,,1,39787523,English,Yes,Warner Music,Brandon Howard,Chase Haney,
SP4369,Live understand we.,Daniel Roy,Argue dream.,Hip-Hop,2014-08-07,214.0,86,87097137,Spanish,Yes,Universal Music,Jennifer Reyes,Tanya Kelly,Bryce Porter
SP4370,Actually reflect produce price.,Michelle Davis,Site truth.,Pop,2005-10-14,340.0,16,78858564,English,No,Universal Music,James Smith,Darrell Silva,
SP4371,Teach decision relationship.,Maria Ford,Company.,Classical,2019-01-17,249.0,73,79640935,English,Yes,Def Jam,Jordan Jennings,Megan Lowery,Jessica Henderson
SP4372,Serve recently election.,Laura Schmidt,Work page.,Electronic,2009-03-15,200.0,73,63555316,English,Yes,Sony Music,Jason Brown,Ryan Shepard,
SP4373,Teach.,Patrick Padilla,Film.,Pop,2023-04-22,201.0,21,59959890,English,Yes,Universal Music,Rhonda Gonzalez,Nicholas Wright,
SP4374,Soon write.,Kristin Noble,Research.,Electronic,2001-06-18,256.0,93,66014340,Korean,No,Indie,Catherine Rose,Jessica Hayes,
SP4375,Nothing enter kitchen positive.,Christopher Martin,Minute huge.,Electronic,1997-06-20,240.0,75,13760185,English,Yes,Indie,Diane Carter,Kurt Fox,
SP4376,Newspaper whose.,Toni Greene,Then deal.,Pop,2011-03-21,315.0,50,62142209,English,Yes,Indie,Michael Nelson,Kristen Fuller,
SP4377,Approach heart number.,Anna Cook,Wife say.,Pop,2021-09-24,264.0,23,17467543,English,Yes,Def Jam,Annette Thompson,Brian Murray,
SP4378,Knowledge turn trade.,Jacqueline Lynch,Woman seem.,Classical,2013-01-13,256.0,64,14725070,English,No,Sony Music,Olivia Reynolds,Maria Ortega,
SP4379,Party compare painting.,Mary Hopkins,Necessary.,Reggae,2004-04-07,282.0,69,33634508,Korean,No,Universal Music,Elizabeth Juarez MD,Thomas Castro,
SP4380,Billion statement mission.,Jane Mason,In like.,Pop,2016-07-31,318.0,99,76403531,English,No,Sony Music,Cheryl Evans,Michael Parker,
SP4381,Somebody box.,Nathan Butler,Ball.,Electronic,1997-09-18,238.0,7,48164027,Japanese,Yes,Indie,Shane Craig,Michelle Santana MD,
SP4382,Seat authority opportunity.,Cathy Ford,Air.,Pop,2012-05-01,250.0,91,64116153,English,Yes,Universal Music,Corey Wilson,Justin Gibbs,Brandon Wyatt
SP4383,Rate media idea.,Amanda Shelton,Investment than.,Classical,2020-02-04,185.0,71,63439071,Spanish,No,Atlantic Records,Brandi Dickson,Mrs. Leah Mcdonald,
SP4384,Everybody behind.,Joseph Wright,Dinner.,Hip-Hop,2005-12-09,222.0,86,277498,English,No,Atlantic Records,Ricardo Christensen,Emma Contreras,
SP4385,Field commercial.,Kimberly Williams,House.,Country,2017-10-07,257.0,16,47798618,English,No,Atlantic Records,Daniel Strickland,Robert Ward,
SP4386,Fire often himself.,Krystal Warren,Front.,Pop,2018-06-13,240.0,33,87178969,Korean,Yes,Universal Music,Ruth Cruz,Tyler Rhodes,Jamie Lewis
SP4387,Know pass task.,Christopher Sanders,Trade lose.,Electronic,2009-12-20,225.0,22,4069900,Spanish,Yes,Def Jam,Jordan Rios,Antonio Hudson,
SP4388,College lay opportunity.,April Taylor,Later.,Pop,2017-06-18,164.0,98,31439673,English,Yes,Warner Music,Alice Mills,Kristi Wilson,
SP4389,Appear plan.,Anthony Ramsey,About.,Folk,2006-07-12,244.0,17,67976232,English,Yes,Def Jam,Jason Morris,Ivan Anderson,
SP4390,Quality benefit.,Daniel Mcintyre,Writer hospital.,Electronic,1999-08-07,216.0,29,23961723,French,No,Universal Music,Melissa Silva,Grant Walker,
SP4391,Every test.,Cody Payne,Part by.,Electronic,2014-04-19,231.0,62,87426870,French,Yes,Def Jam,Erik Adams,Julie Owen,
SP4392,Sport mother.,Victor Bennett,Mouth.,Pop,2023-05-12,239.0,14,91260625,German,No,Warner Music,Cameron Morrow,William Hicks,
SP4393,Without because.,April Allen,Give benefit.,Pop,2018-03-22,284.0,77,12699321,English,Yes,Atlantic Records,Angela Sandoval,Steven Stevens,
SP4394,Page least.,Anthony Mcguire,Reach class.,Electronic,1999-03-01,245.0,71,76128114,Italian,Yes,Def Jam,David Hernandez,Hunter Knight,
SP4395,Attention claim political enough.,Catherine Aguilar,Population appear.,Hip-Hop,2018-12-05,268.0,53,54376452,English,No,Atlantic Records,Jeffrey Weiss,Laurie Perez,
SP4396,Play.,Ryan Dennis,Vote.,Pop,2008-08-03,232.0,22,49340597,German,Yes,Def Jam,Nathan Garcia,Terry Rodriguez,Seth Cohen
SP4397,Final goal those.,Nancy Williams,Follow notice.,Hip-Hop,2010-09-20,273.0,29,30648353,English,Yes,Sony Music,Stephen Gonzales,Lauren Long,
SP4398,Its factor.,Judith Lynch,Management simply.,Classical,2009-12-01,,68,9395109,,No,Def Jam,Cassandra Lewis,James Lozano,
SP4399,Discover five.,Dwayne Jackson,Science key.,Electronic,2024-04-29,,51,81100628,English,No,Sony Music,Sharon Murphy,Melvin Burns,Kayla Soto
SP4400,Garden camera respond.,Jeanne Barber,Myself end.,Hip-Hop,2008-11-11,276.0,44,22960406,English,Yes,Universal Music,Tanner Rocha,Kim Gomez,
SP4401,Simple make.,Alexander Robertson Jr.,Attorney water.,Hip-Hop,2014-08-31,252.0,56,30075206,,Yes,Sony Music,Elizabeth Perry,Billy Johnson,Lisa Morris
SP4402,Need experience approach.,Linda Wilson,Social could.,Pop,2013-06-26,238.0,59,63517835,English,No,Warner Music,Sharon Hernandez,John Smith,
SP4403,Easy buy radio.,Trevor Wright,Increase.,Pop,2024-08-10,174.0,48,83113920,English,Yes,Universal Music,Jessica Strickland,Sharon Aguilar,
SP4404,Get usually fire.,Heather Dean,Who.,Hip-Hop,1999-08-02,185.0,79,24954129,English,No,Sony Music,Lauren Brewer,Joshua Thompson,
SP4405,Have degree.,Jose Houston,While standard.,Country,2018-07-17,237.0,26,432732,English,Yes,Atlantic Records,Brandon Baxter,Emily Mendoza,David Mann
SP4406,Inside appear.,Ronald Sanchez,Approach today.,Pop,2024-09-11,386.0,6,42547756,English,Yes,Indie,Shannon Oliver,Christopher Simmons,
SP4407,Reflect.,Jean Palmer,Sister.,Classical,2009-07-14,324.0,21,36517455,English,Yes,Universal Music,Phillip Scott,Jacob Buchanan,Ms. Ellen Watson
SP4408,Apply a direction.,David Allen DDS,International.,Hip-Hop,1998-10-22,174.0,53,29002996,English,Yes,Warner Music,Ricky Casey,Robert Anderson,Kim Wilson
SP4409,Kid allow staff television.,Stephanie Freeman,Half artist.,Folk,2006-05-20,272.0,20,74332317,English,No,Def Jam,Timothy Guzman,Rebecca Mills,
SP4410,Safe case child.,Felicia Weiss,Social day.,Electronic,2010-02-05,,35,54458929,English,Yes,Sony Music,Ryan Brown,Samuel Arnold,
SP4411,By store person.,Wanda Hunt,Board too.,Jazz,2015-10-03,234.0,45,44209661,English,Yes,Warner Music,Michael Lewis,Devon Martin,Joseph Li
SP4412,Service during.,Natasha Oconnor,Here authority.,Pop,1996-03-05,268.0,73,2615818,Korean,Yes,Atlantic Records,Crystal Wilson,Andrew Mccoy,
SP4413,Game military.,Jonathan Martinez,Thousand future.,Electronic,2000-12-04,271.0,30,47795451,English,Yes,Def Jam,Paul Walker,Robert Wong,Raymond Vasquez
SP4414,See evening.,Paul Carlson,Nothing.,Hip-Hop,2019-10-31,318.0,56,86209230,English,No,Atlantic Records,Hannah Erickson,Ariel Lambert,
SP4415,Speech force technology.,Jamie Bradley,Into child.,Electronic,2013-11-13,242.0,33,34556766,English,No,Indie,Pamela Greer,Isaac Walker,
SP4416,Increase though.,Paula Robinson,Notice standard.,Hip-Hop,2005-11-26,150.0,64,36466895,English,No,Atlantic Records,Jane Reid,Jason Meza,
SP4417,Draw guess.,Jeremy Allen,Run manager.,Electronic,2017-04-12,,67,97409566,English,No,Atlantic Records,Scott Solis,Lindsey Tyler,
SP4418,Toward its across.,Alan Barron,Force decade.,Electronic,2002-11-27,352.0,97,88824550,Spanish,No,Universal Music,Beth Bruce,Michael Wilkerson,
SP4419,Family baby very beyond.,Kayla Alexander,Role.,Pop,2010-12-22,236.0,98,63762861,English,No,Indie,Justin Gallagher,David Hamilton,
SP4420,Military.,Kenneth Love,Own.,Classical,2005-09-25,,56,55061622,English,Yes,Warner Music,Jonathan Henderson,Haley Clark,
SP4421,Throw claim message.,Daniel Morgan,Fund.,Pop,2021-12-13,248.0,30,78640660,English,Yes,Universal Music,Kristy Rivera,Mark Moore,
SP4422,Will hair.,Deborah Russell,Into.,Hip-Hop,1999-06-10,295.0,70,64932958,German,No,Atlantic Records,Chad Welch,James Knox,
SP4423,Tell fish.,Paul Thomas,Analysis.,Hip-Hop,1996-01-17,257.0,96,8602881,English,No,Def Jam,Justin Walker,Lisa Daniel DDS,Tiffany Smith
SP4424,Program traditional.,William Sims,Perform.,Country,2002-05-08,254.0,83,30519576,,No,Warner Music,Ashley Anderson,Melissa Watson,
SP4425,Majority follow.,Kimberly Turner,Everybody order.,Pop,2001-09-17,335.0,83,65080231,English,Yes,Universal Music,Brittany Montgomery,Mary Swanson,
SP4426,Man late pressure.,Stacey Love,Too part.,Pop,2012-02-27,,76,93128299,,Yes,Def Jam,Kari Hayes,Anthony Mcmillan,
SP4427,Body single.,Catherine Kent,Too nice.,Pop,2010-12-28,200.0,56,41701489,English,No,Indie,Michael Johnson,Jason Taylor,
SP4428,Candidate list but arm.,Katrina Thompson,Its.,Classical,2018-02-11,183.0,58,76652698,English,Yes,Warner Music,Jennifer Barton,Sydney Dennis DDS,Jimmy Cox
SP4429,Friend but popular.,Courtney Obrien,Easy.,Hip-Hop,2022-03-04,,23,63065067,French,No,Atlantic Records,Kristin Williams,Cheryl Baker,Christine Hawkins
SP4430,Type blue.,Timothy Johnson,Nice actually.,Folk,2021-04-28,219.0,49,52352460,Spanish,No,Def Jam,Jay Esparza,Elizabeth Davis,
SP4431,Include concern.,Monica Henry,Behavior still.,Electronic,2020-07-27,162.0,35,21642923,English,No,Warner Music,Thomas Valdez,Drew Hawkins,
SP4432,Window book.,Mr. Jason Hunt,Leave.,Pop,2012-07-29,208.0,42,97535538,Korean,No,Def Jam,Alicia Montgomery,Benjamin Beasley,Scott Bishop
SP4433,Production team general player.,Diane Cole,Tough me.,Hip-Hop,2018-02-15,237.0,32,63472964,English,No,Warner Music,Jacob Rangel,Kelly Sutton,
SP4434,Radio size.,Jeffrey Johnson,Decade.,R&B,2012-07-23,242.0,1,29327639,English,No,Universal Music,Dr. Lori Hill,Lisa Cooper,
SP4435,Interesting stuff.,Daniel Becker,Than others.,Hip-Hop,2014-06-01,218.0,34,36971791,English,Yes,Universal Music,Diane Rush,Joshua Baker,
SP4436,Read which big.,Francisco Smith,Speak follow.,Pop,1995-06-14,248.0,3,93639015,English,Yes,Sony Music,Laura Rogers,Katrina Meyer,
SP4437,Receive produce join recognize.,Patricia Mccall,Without once.,Country,2005-06-23,237.0,93,96690997,Spanish,No,Def Jam,Robert Newton,Kelli Swanson,Samuel Henson
SP4438,Sometimes ground against.,Stephanie Horn,Agent whatever.,Electronic,2023-03-06,190.0,67,51885154,English,Yes,Universal Music,Kendra Smith,Christopher Torres,Frank Jones
SP4439,Anything.,Joseph Hale,Foreign.,Pop,1996-12-24,194.0,76,35254134,English,Yes,Atlantic Records,Patricia Harrington,Patricia Perez,
SP4440,Clear service everyone.,Justin Reyes,Mission describe.,Pop,2021-12-08,211.0,23,37777594,English,Yes,Universal Music,Eugene Hammond,Miss Christina Clark,
SP4441,Blue.,Kevin Haney,Hold.,Electronic,1999-10-29,303.0,56,6411516,,Yes,Atlantic Records,Jesse Andrews,Paul Sullivan,
SP4442,Subject note change.,Tim Strong,During.,Pop,2015-09-26,240.0,94,4889677,Spanish,Yes,Warner Music,Allison Hernandez,Marc Simmons,Courtney Reed
SP4443,Him not floor.,Brittany Ferguson,Book product.,Pop,2006-07-05,232.0,4,93768206,Spanish,Yes,Sony Music,Kelly Wilson,Mario Bailey,John Bautista
SP4444,Build red huge.,Cindy Long,Public tonight.,Hip-Hop,1996-01-22,290.0,50,77989185,English,Yes,Universal Music,Dustin Barron,David Brown,Mikayla Carr
SP4445,Job purpose.,John Kennedy,Discussion marriage.,Electronic,2003-03-15,242.0,78,223056,English,Yes,Def Jam,Christine Summers,Tonya Walker,
SP4446,Which many.,Linda Key,Property.,Pop,2019-12-10,199.0,3,73144683,Korean,Yes,Atlantic Records,Andrea Ramirez,Christopher Smith,
SP4447,Order growth shoulder.,Angela Thomas,Unit.,Electronic,2019-03-23,307.0,19,19123876,English,No,Warner Music,Aimee Gutierrez,Jared Evans,
SP4448,Easy item.,Peter Willis,Heavy.,Hip-Hop,2014-01-19,292.0,91,41519863,,No,Warner Music,Vincent Richards,Jonathan Mcgee,
SP4449,Property full.,Daniel Morrison,Challenge.,Electronic,2005-12-02,256.0,86,16715804,English,No,Def Jam,Timothy Lopez,Larry Sparks,
SP4450,School town.,Mark Howe,See knowledge.,Folk,1995-09-20,119.0,2,66780314,English,Yes,Indie,Adrienne Jones,Troy Mclean,
SP4451,Task almost yes.,Emily Diaz,Fund.,Pop,2000-07-15,279.0,82,71169038,English,Yes,Universal Music,Suzanne Johnson,Mary Berger,
SP4452,Prove eat let financial.,Carol Harding,Garden environment.,Jazz,2021-03-09,256.0,62,36120815,English,Yes,Warner Music,Mary Martinez,Bethany Hansen,
SP4453,May.,Jason Thompson,Garden thing.,Folk,2005-08-07,201.0,21,12808729,English,Yes,Sony Music,Kari Davis,Lori Hopkins,
SP4454,Career treatment building.,John Garcia,Decade much.,Country,2002-08-16,,1,55074705,English,Yes,Universal Music,Robert Lester,Theresa Barr,
SP4455,Factor camera.,Anthony Baker,Create.,Hip-Hop,2008-04-24,154.0,5,60921586,English,Yes,Sony Music,Misty Sanchez,Brittany Reed,
SP4456,Commercial word should.,Jeffrey Vasquez,Guy.,Hip-Hop,2019-03-26,211.0,38,46138279,English,No,Universal Music,Jennifer Hood,Ryan Stewart,Amy Durham
SP4457,Goal likely.,Alyssa Jenkins,Seem.,Hip-Hop,2005-04-15,237.0,58,72613135,English,Yes,Indie,Tammy Jimenez,Terri Lewis,
SP4458,Keep red yeah.,Jeremiah Moore,Fine.,Hip-Hop,2022-04-24,241.0,61,12890044,Spanish,Yes,Sony Music,Ricky Nelson,Tom Nunez,
SP4459,Weight.,Brittany Foster,Player.,Hip-Hop,2001-11-14,165.0,83,63960215,Japanese,Yes,Universal Music,Lisa Chambers,Faith Daugherty,
SP4460,Their.,Rhonda Oconnor,Table.,Pop,2005-12-26,147.0,45,16214428,English,Yes,Sony Music,Carol Beck,Michelle Cruz,
SP4461,Majority such mission.,Scott Ware,Such method.,Electronic,2008-12-25,226.0,23,47661951,,No,Sony Music,Jennifer Graham,Mr. Anthony Green,
SP4462,Morning challenge style.,Michelle Mendoza,Require.,Electronic,2008-03-28,201.0,21,86962240,Korean,No,Warner Music,Ricky Perez,James Hill,
SP4463,When degree require.,Mary Martinez,Treat specific.,Electronic,2008-01-17,264.0,57,92344497,English,Yes,Universal Music,Elizabeth Williams,Clayton Freeman,
SP4464,Voice must campaign.,Daniel Flynn,Manage.,Hip-Hop,2015-06-03,182.0,69,13849004,Spanish,No,Indie,Zachary Duncan,Sara Mills,
SP4465,Fine situation.,Ashley Robinson,Worker each.,Hip-Hop,2019-04-23,232.0,44,48513540,English,Yes,Universal Music,Greg Lozano,Susan Anderson,Patricia Morris
SP4466,Heart far actually watch.,Patrick Patterson,Shake improve.,Hip-Hop,2002-02-24,246.0,30,69687725,English,No,Warner Music,Kevin Clark,Erika Garcia,
SP4467,With prepare.,Cesar Gonzalez,Reduce.,Jazz,1998-12-11,207.0,67,26959481,English,Yes,Sony Music,Matthew Short,Mckenzie Donovan,
SP4468,Why community federal.,Brendan Sanders,Candidate.,Electronic,2007-01-28,289.0,48,72275895,Spanish,No,Warner Music,Brian Vincent,Isaiah Bond,
SP4469,Section within house.,Gina Bailey,Whether.,Country,2024-01-25,175.0,47,65093988,Spanish,Yes,Indie,Anthony Jackson,Erin Martin,
SP4470,Drop we public.,Dr. Jessica Brown MD,Magazine bring.,Pop,2017-01-08,249.0,25,70259638,English,Yes,Universal Music,Marissa Martin,Matthew Vang,
SP4471,Else food.,Kristina Tran,Particularly.,Hip-Hop,2008-12-21,220.0,76,66743874,Korean,Yes,Sony Music,Ashley Reyes,Gregory Henderson,
SP4472,Thus opportunity all senior.,Carrie Mata,Still.,Pop,2000-10-24,216.0,94,2728737,Spanish,Yes,Atlantic Records,Leah Walker,Jose Jennings,Nicole Ballard
SP4473,Under identify.,Michael Cook,Level.,Electronic,1999-09-24,229.0,16,20805335,English,No,Universal Music,Douglas Smith,Thomas Holland,
SP4474,Different dream.,Kristen Edwards,Guess strong.,Hip-Hop,2010-02-26,223.0,40,96009710,English,No,Indie,Krista Farmer,William Collins,
SP4475,City century.,Lucas Goodwin,Officer.,Hip-Hop,2004-07-28,324.0,26,62283075,English,Yes,Atlantic Records,Jessica Huynh,Erin Whitehead,Melissa Griffin
SP4476,Six manage hospital.,Amanda Young,Society theory.,Pop,2011-02-23,275.0,74,54844128,English,No,Universal Music,Diane Jordan,Matthew James PhD,
